address,decimals,symbol
0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,18,FTM
0x695921034f0387eAc4e11620EE91b1b15A6A09fE,18,WETH
0x6Fc9383486c163fA48becdEC79d6058f984f62cA,18,USDB
0xCfC785741Dc0e98ad4c9F6394Bb9d43Cd1eF5179,18,ANKRFTM
0xb715F8DcE2F0E9b894c753711bd55eE3C04dcA4E,18,CONK
0xA74bb2C6e5fE2805a0086D05e37c256274935690,18,TGOLD
0x01e77288b38b416F972428d562454fb329350bAc,18,MMY
0x3dc57B391262e3aAe37a08D91241f9bA9d58b570,18,YOSHI
0x5d9EaFC54567F34164A269Ba6C099068df6ef651,18,SURV
0x1B6382DBDEa11d97f24495C9A90b7c88469134a4,6,AXLUSDC
0x79360aF49edd44F3000303ae212671ac94bB8ba7,18,RDL
0x049d68029688eAbF473097a2fC38ef61633A3C7A,6,FUSDT
0x6cc0E0AedbbD3C35283e38668D959F6eb3034856,18,DKNIGHT
0xAE4846b148A65782865A4849E940575F77359b2B,18,WMLPV2
0x07BB65fAaC502d4996532F834A1B7ba5dC32Ff96,18,FVM
0xFFAbb85ADb5c25D57343547a8b32B62f03814B12,18,INK
0xC3f069D7439baf6D4D6E9478D9Cc77778E62D147,18,FLIBERO
0xe2fb177009FF39F52C0134E8007FA0e4BaAcBd07,18,SOUL
0xd361474bB19C8b98870bb67F5759cDF277Dee7F9,18,BAY
0xf43Cc235E686d7BC513F53Fbffb61F760c3a1882,18,ELITE
0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,18,WFTM
0xCbE0CA46399Af916784cADF5bCC3aED2052D6C45,18,LSHARE
0xf1648C50d2863f780c57849D812b4B7686031A3D,8,WBTC
0xd226392C23fb3476274ED6759D4a478db3197d82,6,AXLUSDT
0x7381eD41F6dE418DdE5e84B55590422a57917886,18,BEFTM
0x5cF90b977C86415a53CE3B7bE13b26f6abdDfee2,18,FTAILS
0xaE45a827625116d6C0C40B5D7359EcF68F8e9AFD,18,COMB
0x8D7d3409881b51466B483B11Ea1B8A03cdEd89ae,18,BASED
0xa23c4e69e5Eaf4500F2f9301717f12B578b948FB,18,PROTO
0xa48d959AE2E88f1dAA7D5F611E01908106dE7598,18,XBOO
0x39B3bd37208CBaDE74D0fcBDBb12D606295b430a,18,GFTM
0xb5Fd949436772E07CbBF35Fb6524e79924c54CB3,18,BLACKY
0x953E94CaF91a1E32337d0548B9274f337920eDFA,18,USDV
0xcc1b99dDAc1a33c201a742A1851662E87BC7f22C,6,USDT
0x9bD0611610A0f5133e4dd1bFdd71C5479Ee77f37,18,FTMO
0xD121c2D34AE2A5a415Dc5FC4f898B084643DbA78,18,GEN
0x582423C10c9e83387a96d00A69bA3D11ee47B7b5,18,RING
0xe578C856933D8e1082740bf7661e379Aa2A30b26,6,GUSDC
0x484f2ff94a7790759D56Fb1eFbAce8075aBA5e06,18,TREAT
0x112dF7E3b4B7Ab424F07319D4E92F41e6608c48B,18,PFTM
0x152888854378201e173490956085c711f1DeD565,18,MST
0x74E23dF9110Aa9eA0b6ff2fAEE01e740CA1c642e,18,TOR
0x07E6332dD090D287d3489245038daF987955DCFB,18,GDAI
0xF24Bcf4d1e507740041C9cFd2DddB29585aDCe1e,18,BEETS
0x49894fCC07233957c35462cfC3418Ef0CC26129f,18,FANG
0xC7aE4aB742F6b0b203f6710C87677005Bc45ad01,18,CRV
0x28a92dde19D9989F39A49905d7C9C2FAc7799bDf,6,LZUSDC
0x09e145A1D53c0045F41aEEf25D8ff982ae74dD56,0,ZOO
0xaa798BF5eC09B6E3bC059Ea4d36d4Ca53e063EF7,18,CRVUSD
0xA882CeAC81B22FC2bEF8E1A82e823e3E9603310B,18,PANIC
0x1f797FDeBD1C9Bf015643D0cc8BD00ecE9e709D7,18,PWFL
0x9Ba3e4F84a34DF4e08C112e1a0FF148b81655615,9,SHIBA
0x18ee5E886750CC1AFDC728C5608dA33305837dA8,18,PUNCH
0xD31Fcd1f7Ba190dBc75354046F6024A9b86014d7,18,SEX
0x5DeB27e51dbeEF691Ba1175A2E563870499c2AcB,18,MCLB
0x131c7afb4E5f5c94A27611f7210dfEc2215E85Ae,18,POWER
0xd7028092c830b5C8FcE061Af2E593413EbbC1fc1,18,SFTMX
0x904f51a2E7eEaf76aaF0418cbAF0B71149686f4A,18,FAME
0xF24be6c063Bee7c7844dD90a21fdf7d783d41a94,18,WIS
0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,18,BOMB
0x66eEd5FF1701E6ed8470DC391F05e27B1d0657eb,18,MPX
0xb7C2ddB1EBAc1056231ef22c1b0A13988537a274,18,TAROT
0xe47d957F83F8887063150AaF7187411351643392,18,CHILL
0xB66b5D38E183De42F21e92aBcAF3c712dd5d6286,18,PILLS
0xc165d941481e68696f43EE6E99BFB2B23E0E3114,18,OXD
0x00a35FD824c717879BF370E70AC6868b95870Dfb,18,IB
0xeF4B763385838FfFc708000f884026B8c0434275,18,FMXEN
0xE9e5a97aCc59BB68813bF368487fBFfd0a39713b,18,TAKE
0x6a31Aca4d2f7398F04d9B6ffae2D898d9A8e7938,18,WTRTL
0x5f0456F728E2D59028b4f5B8Ad8C604100724C6A,18,L3USD
0x8b7007E1D02d8387B7B4BC8C6172598780ae59B2,18,FGHST
0x39263A476aADF768BE43a99b24C4e461098524a4,18,SLM
0x3bc34d8Ace32D768a3F76e17AAEF2B1D8f261e1D,18,CEKKE
0x174c7106AEeCdC11389f7dD21342F05f46CCB40F,18,DEVIL
0xfa5992A8A47aF7029e04eC6a95203AD3f301460b,18,SKULL
0xE53aFA646d48E9EF68fCd559F2a598880a3f1370,18,TOMB+
0x6e99e0676A90b2a5a722C44109db22220382cc9F,18,EXC
0xea97c7c1c89d4084e0BFB88284FA90243779da9f,18,PAPER
0xAd84341756Bf337f5a0164515b1f6F993D194E1f,18,FUSD
0x6b2a7B82d3F7a6e1F5A5831aB40666Ec717645d5,18,WATERFALL
0x87a5C9B60A3aaf1064006FE64285018e50e0d020,18,MAGIK
0xDDa0F0E1081b8d64aB1D64621eb2679F93086705,18,DIAMOND
0xc54A1684fD1bef1f077a336E6be4Bd9a3096a6Ca,18,2SHARES
0x53D831e1db0947c74e8a52618f662209ec5dE0cE,18,SING
0x6E209329A33a63C463dbb65AE2d6655Fe5C98411,18,DSHARE
0xeaF45B62d9d0Bdc1D763baF306af5eDD7C0d7e55,9,DEATH
0x42aE8468A1FDDB965d420BD71368a87Ec3a2B4b8,18,METTI
0x248CB87DDA803028dfeaD98101C9465A2fbdA0d4,18,CHARM
0x911da02C1232A3c3E1418B834A311921143B04d7,18,WEVE
0x31A47B49b4DBDC54d403b8c4880Ac9BB1A9EbAE8,18,POOCH
0x070eb1a48725622De867a7E3d1dd4F0108966ED1,18,POOP
0x4D9361A86D038C8adA3db2457608e2275B3E08d4,18,MESO
0x911d1FEaE99e112B5014cfa60038325d863352f1,18,WV
0x230576a0455d7Ae33c6dEfE64182C0BB68bAFAF3,18,BRO
0xda599495d48846E5cE3C82B56842D9A277973688,18,GRIM
0x59c6606ED2AF925F270733e378D6aF7829B5b3cf,18,WBOND
0x471762A7017A5B1A3e931F1A97aa03Ef1E7F4A73,18,BABYBOO
0x38aCa5484B8603373Acc6961Ecd57a6a594510A3,8,GWBTC
0x3A3841f5fa9f2c283EA567d5Aeea3Af022dD2262,18,SHADE
0x8a41f13a4FaE75ca88B1ee726ee9D52B148b0498,18,PAE
0x6ab5660f0B1f174CFA84e9977c15645e4848F5D6,18,GSCARAB
0x2e79205648B85485731CFE3025d66cF2d3B059c4,18,SCARAB
0x7a6e4E3CC2ac9924605DCa4bA31d1831c84b44aE,18,2OMB
0x46e1Ee17f51c52661D04238F1700C547dE3B84A1,18,SCARE
0x940F41F0ec9ba1A34CF001cc03347ac092F5F6B5,6,GFUSDT
0x5B3C1F260E09e653290f24F75abC5e466fD42310,18,ASNT
0x87d57F92852D7357Cf32Ac4F6952204f2B0c1A27,18,RNDM
0x74D1D2A851e339B8cB953716445Be7E8aBdf92F4,18,XTAROT
0x117dB78176C8eDe4F12fCd29d85Cd96b91A4cbBb,18,REAPER
0x188a168280589bC3E483d77aae6b4A1d26bD22dC,18,PGK
0x5602df4A94eB6C680190ACCFA2A475621E0ddBdc,9,SPA
0x5b2AF7fd27E2Ea14945c82Dd254c79d3eD34685e,9,JEFE
0x5C4FDfc5233f935f20D2aDbA572F770c2E377Ab0,9,HEC
0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37,18,TSHARE
0x94CcF60f700146BeA8eF7832820800E2dFa92EdA,18,WSHEC
0xe0654C8e6fd4D733349ac7E09f6f23DA256bF475,18,SCREAM
0xC5e2B037D30a390e62180970B3aa4E91868764cD,18,TAROT
0x841FAD6EAe12c286d1Fd18d1d525DFfA75C7EFFE,18,BOO
0xf45B1146416F1eC2125De920324722912Fe8807f,18,TSHARE+
0xc60D7067dfBc6f2caf30523a064f416A5Af52963,18,TREEB
0x90E892FED501ae00596448aECF998C88816e5C0F,18,DMD
0x1D43697D67cB5D0436cc38d583Ca473a1bFEbC7a,9,RIP
0xC758295Cd1A564cdb020a78a681a838CF8e0627D,18,FS
0xfB66e49e303A186a4c57414Ceeed651a7a78161a,9,ORK
0x25c130B2624CF12A4Ea30143eF50c5D68cEFA22f,18,GETH
0x6c021Ae822BEa943b2E66552bDe1D2696a53fbB7,18,TOMB
0x5Cc61A78F164885776AA610fb0FE1257df78E59B,18,SPIRIT
0xFbfAE0DD49882e503982f8eb4b8B1e464ecA0b91,18,TCS
0xbf60e7414EF09026733c1E7de72E7393888C64DA,18,LIF3
0x21Ada0D2aC28C3A5Fa3cD2eE30882dA8812279B6,18,OATH
0xdDcb3fFD12750B45d32E084887fdf1aABAb34239,18,ANY
0x0a77866C01429941BFC7854c0c0675dB1015218b,18,GRIMEVO
0x85dec8c4B2680793661bCA91a8F129607571863d,18,BRUSH
0x3Fd3A0c85B70754eFc07aC9Ac0cbBDCe664865A6,18,EQUAL
0xE992bEAb6659BFF447893641A378FbbF031C5bD6,18,WIGO
0x05e31a691405d06708A355C029599c12d5da8b28,18,FSONIC
0x412a13C109aC30f0dB80AD3Bd1DeFd5D0A6c0Ac6,18,SD
0x9879aBDea01a879644185341F7aF7d8343556B7a,18,TUSD
0x90152f061F6697aB623e258aA6e8FbB177041371,18,ZOO
0x0483a76D80D0aFEC6bd2afd12C1AD865b9DF1471,18,UNIDX
0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C,18,OCTO
0x1ac0c9592E2480649e9471c1548F60564b37a46B,18,ZOO
0x12D8CE035c5DE3Ce39B1fDD4C1d5a745EAbA3b8C,18,ANKRETH
0xb1F795776cB9DdAC6E7e162f31C7419Dd3d48297,18,WAGMI
0xce1E3cc1950D2aAEb47dE04DE2dec2Dc86380E0A,18,ERN
0xeaF26191ac1D35AE30Baa19a5ad5558DD8156Aef,18,NORD
0xe20B9e246db5a0d21BF9209E4858Bc9A3ff7A034,18,WBAN
0x5e074C28149cC35c1e5fbC79d8A6ea688dba2314,18,LIF3
0x9E73F99EE061C8807F69f9c6CCc44ea3d8c373ee,18,FRXETH
0x8063115941e612021692f28748Ab1FF56c23E4c6,18,PPBLZ
0xC055c698f3793577707B3e6979B089F50C314D3a,18,MOVE
0xAD260f380C9a30B1d60e4548A75010ede630B665,18,BIFI
0xb90CCD563918fF900928dc529aA01046795ccb4A,18,SFRXETH
0x02838746d9E1413E07EE064fcBada57055417f21,18,GRAIN
0x526f1DC408cFe7FC5330aB9f1e78474ceFF2a5dD,18,VEMP
0xf16e81dce15B08F326220742020379B855B87DF9,18,ICE
0x74b23882a30290451A17c44f4F05243b6b58C76d,18,WETH
0xe64B9fd040D1F9D4715C645e0D567EF69958D3D9,18,MOD
0x7d016eec9c25232b01F23EF992D98ca97fc2AF5a,18,FXS
0x6a545f9c64d8f7B957D8D2e6410B52095A9E6c29,18,CFI
0x753fbc5800a8C8e3Fb6DC6415810d627A387Dfc9,18,BADGER
0x46E7628E8b4350b2716ab470eE0bA1fa9e76c6C5,18,BAND
0xd3Ac016b1B8C80EeAdDe4D186A9138C9324e4189,18,OK
0x321162Cd933E2Be498Cd2267a90534A804051b11,8,WBTC
0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,18,SUSHI
0x2C78f1b70Ccf63CDEe49F9233e9fAa99D43AA07e,4,CEL
0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,0,ATRI
0x3028b4395F98777123C7da327010c40f3c7Cc4Ef,18,PREMIA
0x765277EebeCA2e31912C9946eAe1021199B39C61,18,KNCL
